aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0001537,Ray,Milland,01/03/1907,UK,Wales,0,0,"Ray Milland became one of Paramount's most bankable and durable stars, under contract from 1934 to 1948, yet little in his early life suggested a career as a motion picture actor."
nm0875477,Keiko,Tsushima,02/07/1926,Japan,Nagasaki,0,1,"Keiko Tsushima was born on February 7, 1926 in Nagasaki, Japan. She is known for her work on"
nm0000301,Thora,Birch,03/11/1982,USA,California,0,1,"For some people, oatmeal starts the day off right - for Thora Birch, it launched a healthy career in front of the camera. It's hard to believe that the actress, who slunk into stardom with her turn as the disillusioned daughter in"
nm0847054,Hitoshi,Takagi,02/26/1925,February 26,unknown,0,0,"Hitoshi Takagi was born on February 26, 1925. He was an actor, known for"
nm0000931,Elizabeth,Berridge,05/02/1962,USA,New York,0,1,"Elizabeth Berridge was born on May 2, 1962 in Larchmont, New York, USA. She is an actress, known for"
nm0000288,Christian,Bale,01/30/1974,UK,Wales,0,0,"Christian Charles Philip Bale was born in Pembrokeshire, Wales, UK on January 30, 1974, to English parents Jennifer ""Jenny"" (James) and"
nm0001702,Roy,Scheider,11/10/1932,USA,New Jersey,0,0,"Lean, angular-faced and authoritatively spoken lead / supporting actor Roy Scheider obviously never heard the old actor's axiom about ""never appearing with kids or animals"" lest they overshadow your performance. Breaking that rule did him no harm, though, as he achieved pop cult status by finding, fighting and blowing up a 25-foot-long Great White shark (nicknamed ""Bruce"") in the mega-hit"
nm0000432,Gene,Hackman,01/30/1930,USA,California,0,0,"Eugene Allen Hackman was born in San Bernardino, California, the son of Anna Lyda Elizabeth (Gray) and Eugene Ezra Hackman, who operated a newspaper printing press. He is of Pennsylvania Dutch (German), English, and Scottish ancestry, partly by way of Canada, where his mother was born. After several moves, his family settled in Danville, Illinois. Gene grew up in a broken home, which he left at the age of sixteen for a hitch with the US Marines. Moving to New York after being discharged, he worked in a number of menial jobs before studying journalism and television production on the G.I. Bill at the University of Illinois. Hackman would be over 30 years old when he finally decided to take his chance at acting by enrolling at the Pasadena Playhouse in California. Legend says that Hackman and friend"
nm0375609,Brigitte,Helm,03/17/1906,Germany,Berlin,0,1,After her role in
nm3053338,Margot,Robbie,07/02/1990,Australia,Queensland,0,1,"Margot Elise Robbie was born on July 2, 1990 in Dalby, Queensland, Australia to Scottish parents. Her mother,"
nm0615306,Tom,Murray,09/08/1873,USA,Illinois,0,0,"Tom Murray was born on September 8, 1873 in Stonefoot, Illinois, USA. He was an actor, known for"
nm1940449,Andrew,Garfield,08/20/1983,USA,California,0,0,"Andrew Russell Garfield was born in Los Angeles, California, to a British mother, Lynn, and American father, Richard Garfield. When he was three, he moved to Surrey, U.K., with his parents and older brother. He is of English and Polish Jewish heritage. Andrew was raised in a middle class family, and attended a private school, the City of London Freemen's School. He began acting in youth theatre productions while he was still at school. At age 19, he went to the Royal Central School of Speech and Drama."
nm0000640,Martin,Sheen,08/03/1940,USA,Ohio,0,0,"Multiple Emmy- and Golden Globe-winner Martin Sheen is one of America's most celebrated, colorful, and accomplished actors. Moving flawlessly between artistic mediums, Sheen's acting range is striking."
nm0000388,R.,Lee,03/24/1944,USA,Kansas,0,0,"A talented character actor known for his military roles, Ronald Lee Ermey was in the United States Marine Corps for 11 years. He rose to the rank of Staff Sergeant, and later was bestowed the honorary rank of Gunnery Sergeant by the Marine Corps, after he served 14 months in Vietnam and later did two tours in Okinawa, Japan. After injuries forced him to retire from the Corps, he moved to the Phillipines, enrolling in the University of Manila, where he studied Criminology and Drama. He appeared in several Filipino films before being cast as a helicopter pilot in"
nm0931324,Michael,Kenneth,11/22/1966,USA,New York,0,0,Emmy-nominated actor and producer Michael Kenneth Williams was one of his generation's most respected and acclaimed talents. By bringing complicated and charismatic characters to life--often with surprising tenderness--Williams established himself as a gifted and versatile performer with a unique ability to mesmerize audiences with his stunning character portrayals.
nm0000358,Daniel,Day-Lewis,04/29/1957,UK,England,0,0,"Born in London, England, Daniel Michael Blake Day-Lewis is the second child of Cecil Day-Lewis (pseudonym"
nm0592135,Lin-Manuel,Miranda,01/16/1980,USA,New York,0,0,"Lin-Manuel Miranda wrote the first incarnation of ""In the Heights"" his sophomore year at Wesleyan University in Connecticut. Off-Broadway, ""In The Heights"" received nine Drama Desk nominations, including best music, best lyrics, and it won the award for outstanding ensemble performance; received the Lucille Lortel Award and Outer Critics Circle Award for best musical; received the Obie Award for outstanding music and lyrics; received a Theater World Award for outstanding debut Performance and the Clarence Derwent Award both for Mr. Miranda's performance. He is the recipient of the 2007 ASCAP Richard Rodgers New Horizons Award. He has appeared on"
nm0000204,Natalie,Portman,06/09/1981,Israel,Jerusalem,0,1,Natalie Portman is the first person born in the 1980s to have won the Academy Award for Best Actress (for
nm0000149,Jodie,Foster,11/19/1962,USA,California,0,1,Jodie Foster started her career at the age of two. For four years she made commercials and finally gave her debut as an actress in the TV series
nm0000235,Uma,Thurman,04/29/1970,USA,Massachusetts,0,1,"Uma Karuna Thurman was born in Boston, Massachusetts, into a highly unorthodox and internationally-minded family. She is the daughter of"
nm0001812,Lee,Van,01/09/1925,USA,New Jersey,0,0,"One of the great movie villains, Clarence Leroy Van Cleef, Jr. was born in Somerville, New Jersey, to Marion Lavinia (Van Fleet) and Clarence LeRoy Van Cleef, Sr. His parents were both of Dutch ancestry. Van Cleef started out as an accountant. He served in the U.S. Navy aboard minesweepers and sub chasers during World War II. After the war he worked as an office administrator, becoming involved in amateur theatrics in his spare time. An audition for a professional role led to a touring company job in ""Mr. Roberts"". His performance was seen by"
nm0000397,Corey,Feldman,07/16/1971,USA,California,0,0,"Corey Scott Feldman began his career at the age of three, starring in a Clio Award-winning McDonald's commercial and has sustained a 35-year career as a steadily working actor, with more than 80 films under his belt. Corey began his career in guest-starring roles on television series such as"
nm0000401,Laurence,Fishburne,07/30/1961,USA,Georgia,0,0,"Critically hailed for his forceful, militant, authoritative figures and one of Hollywood's most talented and versatile performers, Laurence (John) Fishburne III has been the recipient of numerous awards, including a number of NAACP Image honors."
nm0000531,Frances,McDormand,06/23/1957,USA,Illinois,0,1,"Frances Louise McDormand was born on June 23, 1957, in Gibson City, Illinois. She was adopted by Canadian-born parents Noreen Eloise (Nickleson), a nurse from Ontario, and Rev. Vernon Weir McDormand, a Disciples of Christ minister from Nova Scotia, who raised her in the suburbs of Pittsburgh. She earned a BA in theater from Bethany College in 1979 and an MFA from Yale University in 1982. Her career after graduation began onstage, and she has retained her association with the theater throughout her career. She soon obtained prominent roles in movies as well, first starring in"
nm1208167,Diane,Kruger,07/15/1976,West Germany,Lower Saxony,0,1,"Diane Kruger was born Diane Heidkrüger in Algermissen, near Hildesheim, Germany, to Maria-Theresa, a bank employee, and Hans-Heinrich Heidkrüger, a computer specialist. She studied ballet with the Royal Ballet in London before an injury ended her career. She returned to Germany and became a top fashion model. She later pursued acting and relocated to Paris at the suggestion of filmmaker"
nm0945522,Sô,Yamamura,02/24/1910,Japan,Tenri,0,0,"Sô Yamamura was born on February 24, 1910 in Tenri, Japan. He was an actor and director, known for"
nm0000889,Bonnie,Bedelia,03/25/1948,USA,New York,0,1,"The native New Yorker was born Bonnie Bedelia Culkin on March 25, 1948, the daughter of Phillip Harley Culkin, a journalist, and Marian Ethel Wagner Culkin, a writer and editor. Trained in ballet, her parents guided all of the children at one time or another into acting (which included"
nm1538116,Tisca,Chopra,01/01/1970,unknown,unknown,0,1,"Tisca is known for carefully choosing to be part of stories that needed to be brought to the people. With the burning desire to act, every endeavor of hers has been respected and applauded. Tisca has acted in over 50 feature films in different languages with many eminent directors like Aamir Khan, Prakash Jha, Sudhir Mishra, Abhinay Deo and others. As someone who's always refused to settle for the mediocre, Tisca's persistence and passion not only won her acclaim and fame, but also Two Filmfare Awards for a film she Wrote, Produced and Acted in, ""Chutney"". Taare Zameen Par, one of her sterling performances was Indian cinema's official entry to the League of Academy Awards. Another film where Tisca played a refugee, ""Qissa"" - Premiered at the Toronto Film Festival (TIFF) in 2013 and was featured in over 20 festivals. Tisca was nominated at the New York Indian Film Festival in the Best Actress category for her work in '10Ml Love', a film based on ""A Midsummer Night's Dream"". Her intense performance in the Indian adaptation of the American series - ""24"" - was much lauded and made her a household name. ""Hostages"", her debut on the Web is a runaway hit, endearing her even more to the audiences. ""Good Newwz"" where she played a key role as a doctor was also one of the biggest hits of the year 2020. Tisca has also acted in the Pulitzer Award winning play, ""Dinner with Friends"", which deals with the state of the modern marriage. She's been on the Jury of the prestigious MAMI Film Festival. Adding another feather to her illustrious hat, Tisca herself created a path to showcase the idea of rising above barriers through filmmaking. Each of her short films have been about breaking barriers - . ""Chutney"" breaks the 'thought barriers' where youth and beauty are prime parameters of how women are perceived . ""Chhuri"" breaks barriers about pre conceived notions of what an Indian Housewife should be like . ""Socha Na Tha"", was a film made at the time when everyone was getting depressed and didn't know how to go about filming, Tisca created this film by breaking barriers of old methods. This film was directed over the phone and created when everyone was in lockdown . ""Rubaru"" a short she has co-written, directed, acted in and produced, is in post production and close to Release in November 2020"
